type,product_id,name,ram,storage,price,stock,description,evaluate,color,image
iPhone,IP12P-128-G,iPhone 12 Pro 128GB,6GB,128GB,12990000,instock,"Vi xử lý: Chip Apple A14 Bionic. 
Màn hình: Super Retina XDR (OLED) 6.1 inch. 
Camera sau: Hệ thống 3 camera Pro 12MP (Rộng, Siêu rộng, Tele), bổ sung máy quét LiDAR giúp lấy nét trong tối nhanh hơn. Hỗ trợ chụp ảnh định dạng Apple ProRAW. 
Camera trước: TrueDepth 12MP với Chế độ ban đêm, Deep Fusion, Smart HDR 3 và quay video Dolby Vision. 
Thiết kế: Cao cấp với khung thép không gỉ và mặt lưng kính nhám. 
Tính năng mới: Hỗ trợ MagSafe và 5G. Kháng nước, bụi chuẩn IP68.","Lựa chọn cao cấp cho người dùng cần camera chuyên nghiệp hơn nhưng vẫn muốn một chiếc máy có kích thước vừa tay. Khung thép sang trọng, máy quét LiDAR là điểm nhấn công nghệ, mở ra nhiều khả năng sáng tạo.",Xám,https://cdn2.cellphones.com.vn/358x/media/catalog/product/p/h/photo_2020-10-13_22-12-37.jpg_1_6.png
iPhone,IP12P-128-S,iPhone 12 Pro 128GB,6GB,128GB,12990000,instock,"Vi xử lý: Chip Apple A14 Bionic. 
Màn hình: Super Retina XDR (OLED) 6.1 inch. 
Camera sau: Hệ thống 3 camera Pro 12MP (Rộng, Siêu rộng, Tele), bổ sung máy quét LiDAR giúp lấy nét trong tối nhanh hơn. Hỗ trợ chụp ảnh định dạng Apple ProRAW. 
Camera trước: TrueDepth 12MP với Chế độ ban đêm, Deep Fusion, Smart HDR 3 và quay video Dolby Vision. 
Thiết kế: Cao cấp với khung thép không gỉ và mặt lưng kính nhám. 
Tính năng mới: Hỗ trợ MagSafe và 5G. Kháng nước, bụi chuẩn IP68.","Lựa chọn cao cấp cho người dùng cần camera chuyên nghiệp hơn nhưng vẫn muốn một chiếc máy có kích thước vừa tay. Khung thép sang trọng, máy quét LiDAR là điểm nhấn công nghệ, mở ra nhiều khả năng sáng tạo.",Bạc,https://cdn2.cellphones.com.vn/358x/media/catalog/product/p/h/photo_2020-10-13_22-12-43.jpg_1_7_1_1.png
iPhone,IP12P-128-B,iPhone 12 Pro 128GB,6GB,128GB,12990000,instock,"Vi xử lý: Chip Apple A14 Bionic. 
Màn hình: Super Retina XDR (OLED) 6.1 inch. 
Camera sau: Hệ thống 3 camera Pro 12MP (Rộng, Siêu rộng, Tele), bổ sung máy quét LiDAR giúp lấy nét trong tối nhanh hơn. Hỗ trợ chụp ảnh định dạng Apple ProRAW. 
Camera trước: TrueDepth 12MP với Chế độ ban đêm, Deep Fusion, Smart HDR 3 và quay video Dolby Vision. 
Thiết kế: Cao cấp với khung thép không gỉ và mặt lưng kính nhám. 
Tính năng mới: Hỗ trợ MagSafe và 5G. Kháng nước, bụi chuẩn IP68.","Lựa chọn cao cấp cho người dùng cần camera chuyên nghiệp hơn nhưng vẫn muốn một chiếc máy có kích thước vừa tay. Khung thép sang trọng, máy quét LiDAR là điểm nhấn công nghệ, mở ra nhiều khả năng sáng tạo.",Xanh dương,https://cdn2.cellphones.com.vn/358x/media/catalog/product/p/h/photo_2020-10-13_22-12-24.jpg_1_3_1_5.png
iPhone,IP12P-128-Y,iPhone 12 Pro 128GB,6GB,128GB,12990000,instock,"Vi xử lý: Chip Apple A14 Bionic. 
Màn hình: Super Retina XDR (OLED) 6.1 inch. 
Camera sau: Hệ thống 3 camera Pro 12MP (Rộng, Siêu rộng, Tele), bổ sung máy quét LiDAR giúp lấy nét trong tối nhanh hơn. Hỗ trợ chụp ảnh định dạng Apple ProRAW. 
Camera trước: TrueDepth 12MP với Chế độ ban đêm, Deep Fusion, Smart HDR 3 và quay video Dolby Vision. 
Thiết kế: Cao cấp với khung thép không gỉ và mặt lưng kính nhám. 
Tính năng mới: Hỗ trợ MagSafe và 5G. Kháng nước, bụi chuẩn IP68.","Lựa chọn cao cấp cho người dùng cần camera chuyên nghiệp hơn nhưng vẫn muốn một chiếc máy có kích thước vừa tay. Khung thép sang trọng, máy quét LiDAR là điểm nhấn công nghệ, mở ra nhiều khả năng sáng tạo.",Vàng,https://cdn2.cellphones.com.vn/358x/media/catalog/product/p/h/photo_2020-10-13_22-12-33.jpg_1_6.png
iPhone,IP12P-256-G,iPhone 12 Pro 256GB,6GB,256GB,13790000,instock,"Vi xử lý: Chip Apple A14 Bionic. 
Màn hình: Super Retina XDR (OLED) 6.1 inch. 
Camera sau: Hệ thống 3 camera Pro 12MP (Rộng, Siêu rộng, Tele), bổ sung máy quét LiDAR giúp lấy nét trong tối nhanh hơn. Hỗ trợ chụp ảnh định dạng Apple ProRAW. 
Camera trước: TrueDepth 12MP với Chế độ ban đêm, Deep Fusion, Smart HDR 3 và quay video Dolby Vision. 
Thiết kế: Cao cấp với khung thép không gỉ và mặt lưng kính nhám. 
Tính năng mới: Hỗ trợ MagSafe và 5G. Kháng nước, bụi chuẩn IP68.","Lựa chọn cao cấp cho người dùng cần camera chuyên nghiệp hơn nhưng vẫn muốn một chiếc máy có kích thước vừa tay. Khung thép sang trọng, máy quét LiDAR là điểm nhấn công nghệ, mở ra nhiều khả năng sáng tạo.",Xám,https://cdn2.cellphones.com.vn/358x/media/catalog/product/p/h/photo_2020-10-13_22-12-37.jpg_1_6.png
iPhone,IP12P-256-S,iPhone 12 Pro 256GB,6GB,256GB,13790000,instock,"Vi xử lý: Chip Apple A14 Bionic. 
Màn hình: Super Retina XDR (OLED) 6.1 inch. 
Camera sau: Hệ thống 3 camera Pro 12MP (Rộng, Siêu rộng, Tele), bổ sung máy quét LiDAR giúp lấy nét trong tối nhanh hơn. Hỗ trợ chụp ảnh định dạng Apple ProRAW. 
Camera trước: TrueDepth 12MP với Chế độ ban đêm, Deep Fusion, Smart HDR 3 và quay video Dolby Vision. 
Thiết kế: Cao cấp với khung thép không gỉ và mặt lưng kính nhám. 
Tính năng mới: Hỗ trợ MagSafe và 5G. Kháng nước, bụi chuẩn IP68.","Lựa chọn cao cấp cho người dùng cần camera chuyên nghiệp hơn nhưng vẫn muốn một chiếc máy có kích thước vừa tay. Khung thép sang trọng, máy quét LiDAR là điểm nhấn công nghệ, mở ra nhiều khả năng sáng tạo.",Bạc,https://cdn2.cellphones.com.vn/358x/media/catalog/product/p/h/photo_2020-10-13_22-12-43.jpg_1_7_1_1.png
iPhone,IP12P-256-B,iPhone 12 Pro 256GB,6GB,256GB,13790000,instock,"Vi xử lý: Chip Apple A14 Bionic. 
Màn hình: Super Retina XDR (OLED) 6.1 inch. 
Camera sau: Hệ thống 3 camera Pro 12MP (Rộng, Siêu rộng, Tele), bổ sung máy quét LiDAR giúp lấy nét trong tối nhanh hơn. Hỗ trợ chụp ảnh định dạng Apple ProRAW. 
Camera trước: TrueDepth 12MP với Chế độ ban đêm, Deep Fusion, Smart HDR 3 và quay video Dolby Vision. 
Thiết kế: Cao cấp với khung thép không gỉ và mặt lưng kính nhám. 
Tính năng mới: Hỗ trợ MagSafe và 5G. Kháng nước, bụi chuẩn IP68.","Lựa chọn cao cấp cho người dùng cần camera chuyên nghiệp hơn nhưng vẫn muốn một chiếc máy có kích thước vừa tay. Khung thép sang trọng, máy quét LiDAR là điểm nhấn công nghệ, mở ra nhiều khả năng sáng tạo.",Xanh dương,https://cdn2.cellphones.com.vn/358x/media/catalog/product/p/h/photo_2020-10-13_22-12-24.jpg_1_3_1_5.png
iPhone,IP12P-256-Y,iPhone 12 Pro 256GB,6GB,256GB,13790000,instock,"Vi xử lý: Chip Apple A14 Bionic. 
Màn hình: Super Retina XDR (OLED) 6.1 inch. 
Camera sau: Hệ thống 3 camera Pro 12MP (Rộng, Siêu rộng, Tele), bổ sung máy quét LiDAR giúp lấy nét trong tối nhanh hơn. Hỗ trợ chụp ảnh định dạng Apple ProRAW. 
Camera trước: TrueDepth 12MP với Chế độ ban đêm, Deep Fusion, Smart HDR 3 và quay video Dolby Vision. 
Thiết kế: Cao cấp với khung thép không gỉ và mặt lưng kính nhám. 
Tính năng mới: Hỗ trợ MagSafe và 5G. Kháng nước, bụi chuẩn IP68.","Lựa chọn cao cấp cho người dùng cần camera chuyên nghiệp hơn nhưng vẫn muốn một chiếc máy có kích thước vừa tay. Khung thép sang trọng, máy quét LiDAR là điểm nhấn công nghệ, mở ra nhiều khả năng sáng tạo.",Vàng,https://cdn2.cellphones.com.vn/358x/media/catalog/product/p/h/photo_2020-10-13_22-12-33.jpg_1_6.png
iPhone,IP12P-512-G,iPhone 12 Pro 512GB,6GB,512GB,14990000,instock,"Vi xử lý: Chip Apple A14 Bionic. 
Màn hình: Super Retina XDR (OLED) 6.1 inch. 
Camera sau: Hệ thống 3 camera Pro 12MP (Rộng, Siêu rộng, Tele), bổ sung máy quét LiDAR giúp lấy nét trong tối nhanh hơn. Hỗ trợ chụp ảnh định dạng Apple ProRAW. 
Camera trước: TrueDepth 12MP với Chế độ ban đêm, Deep Fusion, Smart HDR 3 và quay video Dolby Vision. 
Thiết kế: Cao cấp với khung thép không gỉ và mặt lưng kính nhám. 
Tính năng mới: Hỗ trợ MagSafe và 5G. Kháng nước, bụi chuẩn IP68.","Lựa chọn cao cấp cho người dùng cần camera chuyên nghiệp hơn nhưng vẫn muốn một chiếc máy có kích thước vừa tay. Khung thép sang trọng, máy quét LiDAR là điểm nhấn công nghệ, mở ra nhiều khả năng sáng tạo.",Xám,https://cdn2.cellphones.com.vn/358x/media/catalog/product/p/h/photo_2020-10-13_22-12-37.jpg_1_6.png
iPhone,IP12P-512-S,iPhone 12 Pro 512GB,6GB,512GB,14990000,instock,"Vi xử lý: Chip Apple A14 Bionic. 
Màn hình: Super Retina XDR (OLED) 6.1 inch. 
Camera sau: Hệ thống 3 camera Pro 12MP (Rộng, Siêu rộng, Tele), bổ sung máy quét LiDAR giúp lấy nét trong tối nhanh hơn. Hỗ trợ chụp ảnh định dạng Apple ProRAW. 
Camera trước: TrueDepth 12MP với Chế độ ban đêm, Deep Fusion, Smart HDR 3 và quay video Dolby Vision. 
Thiết kế: Cao cấp với khung thép không gỉ và mặt lưng kính nhám. 
Tính năng mới: Hỗ trợ MagSafe và 5G. Kháng nước, bụi chuẩn IP68.","Lựa chọn cao cấp cho người dùng cần camera chuyên nghiệp hơn nhưng vẫn muốn một chiếc máy có kích thước vừa tay. Khung thép sang trọng, máy quét LiDAR là điểm nhấn công nghệ, mở ra nhiều khả năng sáng tạo.",Bạc,https://cdn2.cellphones.com.vn/358x/media/catalog/product/p/h/photo_2020-10-13_22-12-43.jpg_1_7_1_1.png
iPhone,IP12P-512-B,iPhone 12 Pro 512GB,6GB,512GB,14990000,instock,"Vi xử lý: Chip Apple A14 Bionic. 
Màn hình: Super Retina XDR (OLED) 6.1 inch. 
Camera sau: Hệ thống 3 camera Pro 12MP (Rộng, Siêu rộng, Tele), bổ sung máy quét LiDAR giúp lấy nét trong tối nhanh hơn. Hỗ trợ chụp ảnh định dạng Apple ProRAW. 
Camera trước: TrueDepth 12MP với Chế độ ban đêm, Deep Fusion, Smart HDR 3 và quay video Dolby Vision. 
Thiết kế: Cao cấp với khung thép không gỉ và mặt lưng kính nhám. 
Tính năng mới: Hỗ trợ MagSafe và 5G. Kháng nước, bụi chuẩn IP68.","Lựa chọn cao cấp cho người dùng cần camera chuyên nghiệp hơn nhưng vẫn muốn một chiếc máy có kích thước vừa tay. Khung thép sang trọng, máy quét LiDAR là điểm nhấn công nghệ, mở ra nhiều khả năng sáng tạo.",Xanh dương,https://cdn2.cellphones.com.vn/358x/media/catalog/product/p/h/photo_2020-10-13_22-12-24.jpg_1_3_1_5.png
iPhone,IP12P-512-Y,iPhone 12 Pro 512GB,6GB,512GB,14990000,instock,"Vi xử lý: Chip Apple A14 Bionic. 
Màn hình: Super Retina XDR (OLED) 6.1 inch. 
Camera sau: Hệ thống 3 camera Pro 12MP (Rộng, Siêu rộng, Tele), bổ sung máy quét LiDAR giúp lấy nét trong tối nhanh hơn. Hỗ trợ chụp ảnh định dạng Apple ProRAW. 
Camera trước: TrueDepth 12MP với Chế độ ban đêm, Deep Fusion, Smart HDR 3 và quay video Dolby Vision. 
Thiết kế: Cao cấp với khung thép không gỉ và mặt lưng kính nhám. 
Tính năng mới: Hỗ trợ MagSafe và 5G. Kháng nước, bụi chuẩn IP68.","Lựa chọn cao cấp cho người dùng cần camera chuyên nghiệp hơn nhưng vẫn muốn một chiếc máy có kích thước vừa tay. Khung thép sang trọng, máy quét LiDAR là điểm nhấn công nghệ, mở ra nhiều khả năng sáng tạo.",Vàng,https://cdn2.cellphones.com.vn/358x/media/catalog/product/p/h/photo_2020-10-13_22-12-33.jpg_1_6.png
iPhone,IP12PM-128-G,iPhone 12 Pro Max 128GB,6GB,128GB,13890000,instock,"Vi xử lý: Chip Apple A14 Bionic. 
Màn hình: Super Retina XDR (OLED) lớn nhất với kích thước 6.7 inch. 
Thiết kế: Khung thép không gỉ và mặt lưng kính nhám. 
Camera sau: Phiên bản đỉnh cao nhất với cảm biến chính lớn hơn 47%, chống rung trên cảm biến (sensor-shift), và zoom quang 2.5x. Hỗ trợ LiDAR và Apple ProRAW. 
Camera trước: TrueDepth 12MP với đầy đủ các tính năng cao cấp như Chế độ ban đêm, Deep Fusion và quay video Dolby Vision. 
Thiết kế: Khung thép không gỉ và mặt lưng kính nhám. 
Tính năng mới: Thời lượng pin tốt nhất trong cả dòng 12 series. Hỗ trợ MagSafe và 5G.","Sự lựa chọn tối thượng cho người dùng chuyên nghiệp. Camera sau tốt nhất thế hệ, đặc biệt trong điều kiện thiếu sáng. Màn hình khổng lồ và thời lượng pin cực kỳ trâu bò.",Xám,https://cdn2.cellphones.com.vn/358x/media/catalog/product/1/2/12_xa_s_1.jpg
iPhone,IP12PM-128-S,iPhone 12 Pro Max 128GB,6GB,128GB,13890000,instock,"Vi xử lý: Chip Apple A14 Bionic. 
Màn hình: Super Retina XDR (OLED) lớn nhất với kích thước 6.7 inch. 
Thiết kế: Khung thép không gỉ và mặt lưng kính nhám. 
Camera sau: Phiên bản đỉnh cao nhất với cảm biến chính lớn hơn 47%, chống rung trên cảm biến (sensor-shift), và zoom quang 2.5x. Hỗ trợ LiDAR và Apple ProRAW. 
Camera trước: TrueDepth 12MP với đầy đủ các tính năng cao cấp như Chế độ ban đêm, Deep Fusion và quay video Dolby Vision. 
Thiết kế: Khung thép không gỉ và mặt lưng kính nhám. 
Tính năng mới: Thời lượng pin tốt nhất trong cả dòng 12 series. Hỗ trợ MagSafe và 5G.","Sự lựa chọn tối thượng cho người dùng chuyên nghiệp. Camera sau tốt nhất thế hệ, đặc biệt trong điều kiện thiếu sáng. Màn hình khổng lồ và thời lượng pin cực kỳ trâu bò.",Bạc,https://cdn2.cellphones.com.vn/358x/media/catalog/product/1/2/12_tr_ng_1_1.jpg
iPhone,IP12PM-128-B,iPhone 12 Pro Max 128GB,6GB,128GB,13890000,instock,"Vi xử lý: Chip Apple A14 Bionic. 
Màn hình: Super Retina XDR (OLED) lớn nhất với kích thước 6.7 inch. 
Thiết kế: Khung thép không gỉ và mặt lưng kính nhám. 
Camera sau: Phiên bản đỉnh cao nhất với cảm biến chính lớn hơn 47%, chống rung trên cảm biến (sensor-shift), và zoom quang 2.5x. Hỗ trợ LiDAR và Apple ProRAW. 
Camera trước: TrueDepth 12MP với đầy đủ các tính năng cao cấp như Chế độ ban đêm, Deep Fusion và quay video Dolby Vision. 
Thiết kế: Khung thép không gỉ và mặt lưng kính nhám. 
Tính năng mới: Thời lượng pin tốt nhất trong cả dòng 12 series. Hỗ trợ MagSafe và 5G.","Sự lựa chọn tối thượng cho người dùng chuyên nghiệp. Camera sau tốt nhất thế hệ, đặc biệt trong điều kiện thiếu sáng. Màn hình khổng lồ và thời lượng pin cực kỳ trâu bò.",Xanh dương,https://cdn2.cellphones.com.vn/358x/media/catalog/product/1/2/12_xanh_en_1.jpg
iPhone,IP12PM-128-Y,iPhone 12 Pro Max 128GB,6GB,128GB,13890000,instock,"Vi xử lý: Chip Apple A14 Bionic. 
Màn hình: Super Retina XDR (OLED) lớn nhất với kích thước 6.7 inch. 
Thiết kế: Khung thép không gỉ và mặt lưng kính nhám. 
Camera sau: Phiên bản đỉnh cao nhất với cảm biến chính lớn hơn 47%, chống rung trên cảm biến (sensor-shift), và zoom quang 2.5x. Hỗ trợ LiDAR và Apple ProRAW. 
Camera trước: TrueDepth 12MP với đầy đủ các tính năng cao cấp như Chế độ ban đêm, Deep Fusion và quay video Dolby Vision. 
Thiết kế: Khung thép không gỉ và mặt lưng kính nhám. 
Tính năng mới: Thời lượng pin tốt nhất trong cả dòng 12 series. Hỗ trợ MagSafe và 5G.","Sự lựa chọn tối thượng cho người dùng chuyên nghiệp. Camera sau tốt nhất thế hệ, đặc biệt trong điều kiện thiếu sáng. Màn hình khổng lồ và thời lượng pin cực kỳ trâu bò.",Vàng,https://cdn2.cellphones.com.vn/358x/media/catalog/product/1/2/12_vngf_1.jpg
iPhone,IP12PM-256-G,iPhone 12 Pro Max 256GB,6GB,256GB,14990000,instock,"Vi xử lý: Chip Apple A14 Bionic. 
Màn hình: Super Retina XDR (OLED) lớn nhất với kích thước 6.7 inch. 
Thiết kế: Khung thép không gỉ và mặt lưng kính nhám. 
Camera sau: Phiên bản đỉnh cao nhất với cảm biến chính lớn hơn 47%, chống rung trên cảm biến (sensor-shift), và zoom quang 2.5x. Hỗ trợ LiDAR và Apple ProRAW. 
Camera trước: TrueDepth 12MP với đầy đủ các tính năng cao cấp như Chế độ ban đêm, Deep Fusion và quay video Dolby Vision. 
Thiết kế: Khung thép không gỉ và mặt lưng kính nhám. 
Tính năng mới: Thời lượng pin tốt nhất trong cả dòng 12 series. Hỗ trợ MagSafe và 5G.","Sự lựa chọn tối thượng cho người dùng chuyên nghiệp. Camera sau tốt nhất thế hệ, đặc biệt trong điều kiện thiếu sáng. Màn hình khổng lồ và thời lượng pin cực kỳ trâu bò.",Xám,https://cdn2.cellphones.com.vn/358x/media/catalog/product/1/2/12_xa_s_1.jpg
iPhone,IP12PM-256-S,iPhone 12 Pro Max 256GB,6GB,256GB,14990000,instock,"Vi xử lý: Chip Apple A14 Bionic. 
Màn hình: Super Retina XDR (OLED) lớn nhất với kích thước 6.7 inch. 
Thiết kế: Khung thép không gỉ và mặt lưng kính nhám. 
Camera sau: Phiên bản đỉnh cao nhất với cảm biến chính lớn hơn 47%, chống rung trên cảm biến (sensor-shift), và zoom quang 2.5x. Hỗ trợ LiDAR và Apple ProRAW. 
Camera trước: TrueDepth 12MP với đầy đủ các tính năng cao cấp như Chế độ ban đêm, Deep Fusion và quay video Dolby Vision. 
Thiết kế: Khung thép không gỉ và mặt lưng kính nhám. 
Tính năng mới: Thời lượng pin tốt nhất trong cả dòng 12 series. Hỗ trợ MagSafe và 5G.","Sự lựa chọn tối thượng cho người dùng chuyên nghiệp. Camera sau tốt nhất thế hệ, đặc biệt trong điều kiện thiếu sáng. Màn hình khổng lồ và thời lượng pin cực kỳ trâu bò.",Bạc,https://cdn2.cellphones.com.vn/358x/media/catalog/product/1/2/12_tr_ng_1_1.jpg
iPhone,IP12PM-256-B,iPhone 12 Pro Max 256GB,6GB,256GB,14990000,instock,"Vi xử lý: Chip Apple A14 Bionic. 
Màn hình: Super Retina XDR (OLED) lớn nhất với kích thước 6.7 inch. 
Thiết kế: Khung thép không gỉ và mặt lưng kính nhám. 
Camera sau: Phiên bản đỉnh cao nhất với cảm biến chính lớn hơn 47%, chống rung trên cảm biến (sensor-shift), và zoom quang 2.5x. Hỗ trợ LiDAR và Apple ProRAW. 
Camera trước: TrueDepth 12MP với đầy đủ các tính năng cao cấp như Chế độ ban đêm, Deep Fusion và quay video Dolby Vision. 
Thiết kế: Khung thép không gỉ và mặt lưng kính nhám. 
Tính năng mới: Thời lượng pin tốt nhất trong cả dòng 12 series. Hỗ trợ MagSafe và 5G.","Sự lựa chọn tối thượng cho người dùng chuyên nghiệp. Camera sau tốt nhất thế hệ, đặc biệt trong điều kiện thiếu sáng. Màn hình khổng lồ và thời lượng pin cực kỳ trâu bò.",Xanh dương,https://cdn2.cellphones.com.vn/358x/media/catalog/product/1/2/12_xanh_en_1.jpg
iPhone,IP12PM-256-Y,iPhone 12 Pro Max 256GB,6GB,256GB,14990000,instock,"Vi xử lý: Chip Apple A14 Bionic. 
Màn hình: Super Retina XDR (OLED) lớn nhất với kích thước 6.7 inch. 
Thiết kế: Khung thép không gỉ và mặt lưng kính nhám. 
Camera sau: Phiên bản đỉnh cao nhất với cảm biến chính lớn hơn 47%, chống rung trên cảm biến (sensor-shift), và zoom quang 2.5x. Hỗ trợ LiDAR và Apple ProRAW. 
Camera trước: TrueDepth 12MP với đầy đủ các tính năng cao cấp như Chế độ ban đêm, Deep Fusion và quay video Dolby Vision. 
Thiết kế: Khung thép không gỉ và mặt lưng kính nhám. 
Tính năng mới: Thời lượng pin tốt nhất trong cả dòng 12 series. Hỗ trợ MagSafe và 5G.","Sự lựa chọn tối thượng cho người dùng chuyên nghiệp. Camera sau tốt nhất thế hệ, đặc biệt trong điều kiện thiếu sáng. Màn hình khổng lồ và thời lượng pin cực kỳ trâu bò.",Vàng,https://cdn2.cellphones.com.vn/358x/media/catalog/product/1/2/12_vngf_1.jpg
iPhone,IP12PM-512-G,iPhone 12 Pro Max 512GB,6GB,512GB,15990000,instock,"Vi xử lý: Chip Apple A14 Bionic. 
Màn hình: Super Retina XDR (OLED) lớn nhất với kích thước 6.7 inch. 
Thiết kế: Khung thép không gỉ và mặt lưng kính nhám. 
Camera sau: Phiên bản đỉnh cao nhất với cảm biến chính lớn hơn 47%, chống rung trên cảm biến (sensor-shift), và zoom quang 2.5x. Hỗ trợ LiDAR và Apple ProRAW. 
Camera trước: TrueDepth 12MP với đầy đủ các tính năng cao cấp như Chế độ ban đêm, Deep Fusion và quay video Dolby Vision. 
Thiết kế: Khung thép không gỉ và mặt lưng kính nhám. 
Tính năng mới: Thời lượng pin tốt nhất trong cả dòng 12 series. Hỗ trợ MagSafe và 5G.","Sự lựa chọn tối thượng cho người dùng chuyên nghiệp. Camera sau tốt nhất thế hệ, đặc biệt trong điều kiện thiếu sáng. Màn hình khổng lồ và thời lượng pin cực kỳ trâu bò.",Xám,https://cdn2.cellphones.com.vn/358x/media/catalog/product/1/2/12_xa_s_1.jpg
iPhone,IP12PM-512-S,iPhone 12 Pro Max 512GB,6GB,512GB,15990000,instock,"Vi xử lý: Chip Apple A14 Bionic. 
Màn hình: Super Retina XDR (OLED) lớn nhất với kích thước 6.7 inch. 
Thiết kế: Khung thép không gỉ và mặt lưng kính nhám. 
Camera sau: Phiên bản đỉnh cao nhất với cảm biến chính lớn hơn 47%, chống rung trên cảm biến (sensor-shift), và zoom quang 2.5x. Hỗ trợ LiDAR và Apple ProRAW. 
Camera trước: TrueDepth 12MP với đầy đủ các tính năng cao cấp như Chế độ ban đêm, Deep Fusion và quay video Dolby Vision. 
Thiết kế: Khung thép không gỉ và mặt lưng kính nhám. 
Tính năng mới: Thời lượng pin tốt nhất trong cả dòng 12 series. Hỗ trợ MagSafe và 5G.","Sự lựa chọn tối thượng cho người dùng chuyên nghiệp. Camera sau tốt nhất thế hệ, đặc biệt trong điều kiện thiếu sáng. Màn hình khổng lồ và thời lượng pin cực kỳ trâu bò.",Bạc,https://cdn2.cellphones.com.vn/358x/media/catalog/product/1/2/12_tr_ng_1_1.jpg
iPhone,IP12PM-512-B,iPhone 12 Pro Max 512GB,6GB,512GB,15990000,instock,"Vi xử lý: Chip Apple A14 Bionic. 
Màn hình: Super Retina XDR (OLED) lớn nhất với kích thước 6.7 inch. 
Thiết kế: Khung thép không gỉ và mặt lưng kính nhám. 
Camera sau: Phiên bản đỉnh cao nhất với cảm biến chính lớn hơn 47%, chống rung trên cảm biến (sensor-shift), và zoom quang 2.5x. Hỗ trợ LiDAR và Apple ProRAW. 
Camera trước: TrueDepth 12MP với đầy đủ các tính năng cao cấp như Chế độ ban đêm, Deep Fusion và quay video Dolby Vision. 
Thiết kế: Khung thép không gỉ và mặt lưng kính nhám. 
Tính năng mới: Thời lượng pin tốt nhất trong cả dòng 12 series. Hỗ trợ MagSafe và 5G.","Sự lựa chọn tối thượng cho người dùng chuyên nghiệp. Camera sau tốt nhất thế hệ, đặc biệt trong điều kiện thiếu sáng. Màn hình khổng lồ và thời lượng pin cực kỳ trâu bò.",Xanh dương,https://cdn2.cellphones.com.vn/358x/media/catalog/product/1/2/12_xanh_en_1.jpg
iPhone,IP12PM-512-Y,iPhone 12 Pro Max 512GB,6GB,512GB,15990000,instock,"Vi xử lý: Chip Apple A14 Bionic. 
Màn hình: Super Retina XDR (OLED) lớn nhất với kích thước 6.7 inch. 
Thiết kế: Khung thép không gỉ và mặt lưng kính nhám. 
Camera sau: Phiên bản đỉnh cao nhất với cảm biến chính lớn hơn 47%, chống rung trên cảm biến (sensor-shift), và zoom quang 2.5x. Hỗ trợ LiDAR và Apple ProRAW. 
Camera trước: TrueDepth 12MP với đầy đủ các tính năng cao cấp như Chế độ ban đêm, Deep Fusion và quay video Dolby Vision. 
Thiết kế: Khung thép không gỉ và mặt lưng kính nhám. 
Tính năng mới: Thời lượng pin tốt nhất trong cả dòng 12 series. Hỗ trợ MagSafe và 5G.","Sự lựa chọn tối thượng cho người dùng chuyên nghiệp. Camera sau tốt nhất thế hệ, đặc biệt trong điều kiện thiếu sáng. Màn hình khổng lồ và thời lượng pin cực kỳ trâu bò.",Vàng,https://cdn2.cellphones.com.vn/358x/media/catalog/product/1/2/12_vngf_1.jpg
iPhone,IP13M-128-B,iPhone 13 Mini 128GB,4GB,128GB,10690000,instock,"Vi xử lý: Chip Apple A15 Bionic (GPU 4 nhân) mang lại hiệu năng vượt trội và tiết kiệm năng lượng. 
Màn hình: Super Retina XDR (OLED) 5.4 inch, sáng hơn 28% so với thế hệ trước, phần tai thỏ được thu nhỏ 20%. 
Camera sau: Hệ thống camera kép 12MP được bố trí chéo. Cảm biến trên camera chính lớn hơn, thu sáng tốt hơn 47% và được trang bị công nghệ chống rung trên cảm biến (sensor-shift OIS) cao cấp. 
Camera trước: TrueDepth 12MP nằm trong phần tai thỏ nhỏ hơn. 
Thiết kế: Vẫn là thiết kế cạnh phẳng với khung nhôm, mặt trước phủ Ceramic Shield. Điểm nhấn là cụm camera sau xếp chéo. 
Tính năng mới: Chế độ Điện ảnh (Cinematic Mode) cho phép quay video xóa phông và chuyển đổi tiêu điểm mượt mà. Phong cách Nhiếp ảnh (Photographic Styles). Thời lượng pin được cải thiện đáng kể.","Bản nâng cấp hoàn hảo của 12 mini, khắc phục điểm yếu về pin. Camera được nâng cấp mạnh mẽ với chống rung sensor-shift. Đây là lựa chọn cuối cùng cho những ai yêu thích một chiếc iPhone flagship mạnh mẽ và nhỏ gọn.",Đen,https://cdn2.cellphones.com.vn/358x/media/catalog/product/_/e/_en_2_2.jpg
